Epoch,Batch,Loss
0,0,23.55864143371582
0,1,22.95880126953125
0,2,24.100976943969727
0,3,22.051807403564453
0,4,21.984830856323242
0,5,21.530643463134766
0,6,21.053253173828125
0,7,20.50956916809082
0,8,20.45658302307129
0,9,18.879566192626953
0,10,19.44985580444336
0,11,20.462671279907227
0,12,18.790067672729492
0,13,17.898296356201172
0,14,18.545875549316406
0,15,17.764196395874023
0,16,17.788318634033203
0,17,17.263004302978516
0,18,17.379621505737305
0,19,17.976268768310547
0,20,16.680389404296875
0,21,15.701128005981445
0,22,16.43198013305664
0,23,16.33057403564453
0,24,15.90250301361084
0,25,16.684606552124023
0,26,15.45481014251709
0,27,15.056443214416504
0,28,15.718545913696289
0,29,15.167038917541504
0,30,15.159616470336914
0,31,15.273935317993164
0,32,14.473607063293457
0,33,14.158533096313477
0,34,14.31828498840332
0,35,14.761878967285156
0,36,14.016096115112305
0,37,13.548961639404297
0,38,15.231776237487793
0,39,13.621659278869629
0,40,13.648660659790039
0,41,13.837204933166504
0,42,13.771547317504883
0,43,13.903623580932617
0,44,13.624129295349121
0,45,13.402460098266602
0,46,13.53840160369873
0,47,13.245796203613281
0,48,12.905351638793945
0,49,12.474422454833984
0,50,12.933613777160645
0,51,12.630574226379395
0,52,12.396832466125488
0,53,12.704245567321777
0,54,12.638228416442871
0,55,12.576178550720215
0,56,11.44676685333252
0,57,12.382224082946777
0,58,12.272137641906738
0,59,11.840639114379883
0,60,12.01075553894043
0,61,11.15907096862793
0,62,11.050220489501953
0,63,10.79952335357666
0,64,10.714690208435059
0,65,11.127668380737305
0,66,11.191091537475586
0,67,10.915389060974121
0,68,10.433578491210938
0,69,11.331729888916016
0,70,10.861538887023926
0,71,10.626930236816406
0,72,10.918519973754883
0,73,10.603172302246094
0,74,10.338006973266602
0,75,10.45022964477539
0,76,10.643694877624512
0,77,10.308910369873047
0,78,10.253386497497559
0,79,10.483656883239746
0,80,9.602088928222656
0,81,9.90487003326416
0,82,10.437057495117188
0,83,10.252387046813965
0,84,10.04232120513916
0,85,10.104599952697754
0,86,10.310571670532227
0,87,10.03307056427002
0,88,9.861342430114746
0,89,9.880489349365234
0,90,9.810126304626465
0,91,10.067647933959961
0,92,9.861211776733398
0,93,9.757125854492188
0,94,10.449934959411621
0,95,9.3665771484375
0,96,9.833403587341309
0,97,9.291378021240234
0,98,9.8358793258667
0,99,9.26727294921875
0,100,9.532266616821289
0,101,9.346121788024902
0,102,9.953264236450195
0,103,9.064361572265625
0,104,9.24566650390625
0,105,9.911587715148926
0,106,9.629043579101562
0,107,9.746954917907715
0,108,9.419695854187012
0,109,9.848538398742676
0,110,9.452157020568848
0,111,8.913008689880371
0,112,9.421147346496582
0,113,9.095908164978027
0,114,8.873655319213867
0,115,9.010015487670898
0,116,9.042655944824219
0,117,9.380877494812012
0,118,8.953726768493652
0,119,9.509439468383789
0,120,9.413166046142578
0,121,8.958648681640625
0,122,9.39175033569336
0,123,9.287841796875
0,124,9.199356079101562
0,125,9.433116912841797
0,126,9.512211799621582
0,127,9.435137748718262
0,128,9.21716022491455
0,129,9.42039680480957
0,130,9.533442497253418
0,131,9.174827575683594
0,132,9.523480415344238
0,133,9.146135330200195
0,134,9.520700454711914
0,135,9.269628524780273
0,136,9.456430435180664
0,137,8.990588188171387
0,138,8.98595905303955
0,139,9.142288208007812
0,140,8.833579063415527
0,141,9.339406967163086
0,142,9.375662803649902
0,143,9.363022804260254
0,144,8.935368537902832
0,145,9.44417667388916
0,146,9.230219841003418
0,147,9.257257461547852
0,148,9.219033241271973
0,149,9.539459228515625
0,150,8.851306915283203
0,151,9.525052070617676
0,152,9.491000175476074
0,153,9.121306419372559
0,154,9.1992826461792
0,155,9.253827095031738
0,156,8.767899513244629
0,157,9.396589279174805
0,158,9.461273193359375
0,159,9.144004821777344
1,0,8.76846694946289
1,1,8.788421630859375
1,2,9.103819847106934
1,3,9.17123794555664
1,4,9.503924369812012
1,5,9.327840805053711
1,6,9.173233985900879
1,7,9.061853408813477
1,8,8.946255683898926
1,9,9.633474349975586
1,10,9.012447357177734
1,11,8.754858016967773
1,12,9.388373374938965
1,13,8.92126178741455
1,14,9.447320938110352
1,15,8.697342872619629
1,16,9.271778106689453
1,17,9.49350643157959
1,18,9.154779434204102
1,19,9.016902923583984
1,20,9.280330657958984
1,21,9.097001075744629
1,22,9.305607795715332
1,23,9.357549667358398
1,24,9.232297897338867
1,25,9.425353050231934
1,26,8.623102188110352
1,27,8.922155380249023
1,28,9.322339057922363
1,29,9.409207344055176
1,30,8.937833786010742
1,31,8.94545841217041
1,32,9.279099464416504
1,33,9.423064231872559
1,34,8.933571815490723
1,35,8.92329216003418
1,36,8.78509521484375
1,37,9.270224571228027
1,38,9.295461654663086
1,39,8.754679679870605
1,40,9.009038925170898
1,41,9.210601806640625
1,42,9.198216438293457
1,43,8.99749755859375
1,44,9.029356956481934
1,45,8.962146759033203
1,46,9.045059204101562
1,47,9.442159652709961
1,48,8.697644233703613
1,49,8.798176765441895
1,50,8.870039939880371
1,51,9.262787818908691
1,52,9.171368598937988
1,53,9.33891773223877
1,54,8.789112091064453
1,55,9.147891998291016
1,56,9.000039100646973
1,57,9.423563957214355
1,58,9.055187225341797
1,59,9.178006172180176
1,60,9.25196361541748
1,61,9.337345123291016
1,62,9.210404396057129
1,63,9.009910583496094
1,64,9.393820762634277
1,65,9.045936584472656
1,66,9.470344543457031
1,67,8.931419372558594
1,68,9.247011184692383
1,69,8.824384689331055
1,70,9.215667724609375
1,71,9.001856803894043
1,72,8.88536548614502
1,73,9.24008560180664
1,74,8.962127685546875
1,75,9.132927894592285
1,76,9.218852996826172
1,77,9.1445951461792
1,78,8.792409896850586
1,79,9.166276931762695
1,80,8.7267484664917
1,81,9.015209197998047
1,82,9.2296724319458
1,83,8.980936050415039
1,84,8.647127151489258
1,85,9.124185562133789
1,86,9.363746643066406
1,87,8.90459156036377
1,88,9.325716972351074
1,89,9.451252937316895
1,90,9.049840927124023
1,91,8.95848560333252
1,92,9.180632591247559
1,93,9.010309219360352
1,94,8.68190860748291
1,95,8.946955680847168
1,96,8.806917190551758
1,97,8.948171615600586
1,98,9.168307304382324
1,99,8.971856117248535
1,100,9.236701965332031
1,101,9.38156509399414
1,102,9.231523513793945
1,103,8.907072067260742
1,104,8.671380043029785
1,105,9.031147003173828
1,106,9.376519203186035
1,107,8.868391036987305
1,108,9.16392707824707
1,109,9.289478302001953
1,110,9.031167984008789
1,111,9.37249755859375
1,112,8.853816986083984
1,113,9.322823524475098
1,114,9.195959091186523
1,115,9.604911804199219
1,116,9.282623291015625
1,117,8.734257698059082
1,118,8.899967193603516
1,119,8.81296157836914
1,120,8.748408317565918
1,121,9.043741226196289
1,122,8.741524696350098
1,123,8.90882682800293
1,124,8.377067565917969
1,125,8.88433837890625
1,126,8.804594039916992
1,127,9.165111541748047
1,128,8.933493614196777
1,129,8.9691743850708
1,130,9.113116264343262
1,131,8.877422332763672
1,132,8.481019020080566
1,133,8.708316802978516
1,134,8.66046142578125
1,135,9.318848609924316
1,136,8.190387725830078
1,137,9.600847244262695
1,138,8.938277244567871
1,139,9.451376914978027
1,140,8.974275588989258
1,141,8.521623611450195
1,142,8.894685745239258
1,143,9.173844337463379
1,144,9.556178092956543
1,145,9.253340721130371
1,146,9.109322547912598
1,147,9.536998748779297
1,148,8.858271598815918
1,149,8.669934272766113
1,150,9.24051284790039
1,151,8.582867622375488
1,152,8.663483619689941
1,153,9.197699546813965
1,154,8.99873161315918
1,155,8.558158874511719
1,156,9.02175521850586
1,157,8.950397491455078
1,158,8.842622756958008
1,159,9.624505996704102
2,0,8.645163536071777
2,1,9.196639060974121
2,2,9.374777793884277
2,3,8.686326026916504
2,4,8.728032112121582
2,5,8.408499717712402
2,6,8.953926086425781
2,7,8.722036361694336
2,8,8.821332931518555
2,9,8.932659149169922
2,10,8.685351371765137
2,11,9.096454620361328
2,12,9.3145751953125
2,13,8.856765747070312
2,14,9.54825210571289
2,15,8.329580307006836
2,16,8.981893539428711
2,17,8.714855194091797
2,18,9.142483711242676
2,19,9.124427795410156
2,20,9.117527961730957
2,21,8.632569313049316
2,22,8.593838691711426
2,23,8.964387893676758
2,24,8.790027618408203
2,25,8.759559631347656
2,26,8.455648422241211
2,27,8.926468849182129
2,28,8.680107116699219
2,29,8.917749404907227
2,30,8.755435943603516
2,31,8.82968521118164
2,32,8.753759384155273
2,33,8.999624252319336
2,34,8.69936752319336
2,35,8.509601593017578
2,36,8.20538330078125
2,37,8.520487785339355
2,38,8.714916229248047
2,39,8.440718650817871
2,40,9.138124465942383
2,41,8.827289581298828
2,42,8.832732200622559
2,43,8.872124671936035
2,44,8.431522369384766
2,45,8.602230072021484
2,46,8.689903259277344
2,47,8.60038948059082
2,48,8.322845458984375
2,49,9.065970420837402
2,50,8.34889030456543
2,51,8.441428184509277
2,52,8.834421157836914
2,53,8.43695068359375
2,54,8.256630897521973
2,55,8.328130722045898
2,56,8.930763244628906
2,57,8.266775131225586
2,58,8.457982063293457
2,59,8.057988166809082
2,60,8.652034759521484
2,61,8.915016174316406
2,62,8.107874870300293
2,63,8.391960144042969
2,64,7.90052604675293
2,65,7.920503616333008
2,66,8.234257698059082
2,67,7.9790802001953125
2,68,8.336533546447754
2,69,8.584892272949219
2,70,7.747905731201172
2,71,8.282127380371094
2,72,7.939342975616455
2,73,8.166440963745117
2,74,8.073516845703125
2,75,8.13733959197998
2,76,8.022256851196289
2,77,8.697826385498047
2,78,8.043312072753906
2,79,8.171731948852539
2,80,8.105697631835938
2,81,7.855302810668945
2,82,8.079039573669434
2,83,8.385172843933105
2,84,8.603412628173828
2,85,7.972930431365967
2,86,8.16351318359375
2,87,8.170440673828125
2,88,8.249902725219727
2,89,7.535430908203125
2,90,7.595775604248047
2,91,8.111920356750488
2,92,8.49233341217041
2,93,8.87060546875
2,94,8.140044212341309
2,95,8.103203773498535
2,96,7.834056854248047
2,97,8.477106094360352
2,98,8.097944259643555
2,99,8.697187423706055
2,100,8.601360321044922
2,101,8.63934326171875
2,102,8.100759506225586
2,103,8.370498657226562
2,104,7.909681797027588
2,105,8.466146469116211
2,106,8.253558158874512
2,107,8.185670852661133
2,108,8.414037704467773
2,109,7.520971298217773
2,110,7.792905330657959
2,111,8.479472160339355
2,112,7.96134090423584
2,113,7.981389999389648
2,114,8.1292142868042
2,115,8.098933219909668
2,116,8.22344970703125
2,117,7.884194850921631
2,118,7.675079345703125
2,119,8.25505542755127
2,120,7.723470687866211
2,121,7.837888717651367
2,122,8.106114387512207
2,123,8.558732986450195
2,124,8.2684326171875
2,125,7.701502799987793
2,126,8.241092681884766
2,127,7.943110466003418
2,128,8.070716857910156
2,129,8.00377082824707
2,130,8.481846809387207
2,131,8.233304977416992
2,132,7.1963043212890625
2,133,7.777704238891602
2,134,8.097101211547852
2,135,8.139729499816895
2,136,7.771599292755127
2,137,7.979670524597168
2,138,7.8972930908203125
2,139,8.186054229736328
2,140,8.219099998474121
2,141,8.22224235534668
2,142,8.15063762664795
2,143,8.244205474853516
2,144,8.169189453125
2,145,7.847023963928223
2,146,8.029932975769043
2,147,7.974123001098633
2,148,7.686610698699951
2,149,8.009587287902832
2,150,8.247857093811035
2,151,7.835707664489746
2,152,8.093435287475586
2,153,7.749947547912598
2,154,8.222545623779297
2,155,7.967776298522949
2,156,8.386513710021973
2,157,7.82221794128418
2,158,7.73758602142334
2,159,7.87104606628418
3,0,8.008454322814941
3,1,8.158437728881836
3,2,7.9458160400390625
3,3,7.7357258796691895
3,4,7.552204608917236
3,5,8.276226043701172
3,6,7.9619855880737305
3,7,7.89376974105835
3,8,7.897853374481201
3,9,7.929732799530029
3,10,8.086641311645508
3,11,8.411263465881348
3,12,7.705153465270996
3,13,7.56679630279541
3,14,7.7064056396484375
3,15,7.6598663330078125
